ĒDENES <[n,p,f,s,g,5],'ēdene','apzīmētājs'>
tā <[p,d,3,m,s,g,[s]],'tas',''>
piedzimšanas <[n,c,f,s,g,4],'piedzimšana',''>
. <[z,s],'.',''>
Nabaga <[a,_,m,s,g,n,p],'nabags',''>
bērns <[n,c,m,s,n,1],'bērns',''>
, <[z,c],',',''>
tā <[p,d,3,f,s,n,[s]],'tā',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
meitenīte <[n,c,f,s,n,5],'meitenīte',''>
, <[z,c],',',''>
un <[c,c,s],'un',''>
viņu <[p,p,3,f,s,a,[0]],'viņa',''>
sauca <[v,m,n,i,s,t,1,3,0,a,n],'saukt',''>
Marija <[n,c,f,s,n,4],'marija',''>
. <[z,s],'.',''>
Kapakmenī <[n,c,m,s,l,2],'kapakmens',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
iegravēti <[v,m,n,p,d,m,p,n,p,s,n],'iegravēts',''>
vārdi <[n,c,m,p,n,1],'vārds',''>
: <[z,o],':',''>
Mazā <[a,_,f,s,n,y,p],'maza',''>
Marija <[n,c,f,s,n,4],'marija',''>
pie <[s,p,p,d,[y]],'pie',''>
mums <[p,p,1,0,p,d,[0]],'mēs',''>
atnāca <[v,m,n,i,s,i,1,3,0,a,n],'atnākt',''>
, <[z,c],',',''>
mīļi <[r,_,_],'mīļi',''>
apsveica <[v,m,n,i,s,t,1,3,0,a,n],'apsveikt',''>
, <[z,c],',',''>
projām <[r,_,p],'projām',''>
aizsteidza <[v,m,n,i,s,t,1,3,0,a,n],'aizsteigt',''>
. <[z,s],'.',''>
Dārza <[n,c,m,s,g,1],'dārzs',''>
tālais <[a,_,m,s,n,y,p],'tāls',''>
nostūris <[n,c,m,s,n,2],'nostūris',''>
lejā <[r,_,p],'lejā',''>
aiz <[s,p,p,d,[y]],'aiz',''>
avenājiem <[n,c,m,p,d,1],'avenājs',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
īsts <[a,_,m,s,n,n,p],'īsts',''>
biezoknis <[n,c,m,s,n,2],'biezoknis',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
vai <[c,c,d],'vai',''>
nu <[q,s],'nu',''>
ziedēja <[v,m,n,i,s,i,3,3,0,a,n],'ziedēt',''>
, <[z,c],',',''>
vai <[c,c,d],'vai',''>
rotājās <[v,m,y,i,s,i,2,3,0,a,n],'rotāties',''>
ar <[s,p,p,d,[n]],'ar',''>
ogām <[n,c,f,p,d,4],'oga',''>
. <[z,s],'.',''>
Patiesībā <[n,c,f,s,l,4],'patiesība',''>
te <[r,_,p],'te',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
bijis <[v,c,n,p,d,m,s,n,a,s,n],'būt',''>
dzīvžogs <[n,c,m,s,n,1],'dzīvžogs',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
veidoja <[v,m,n,i,s,t,2,3,0,a,n],'veidot',''>
robežu <[n,c,f,s,a,4],'robeža',''>
starp <[s,p,s,a,[y]],'starp',''>
dārzu <[n,c,m,s,a,1],'dārzs',''>
un <[c,c,s],'un',''>
lielo <[a,_,m,s,a,y,p],'liels',''>
mežu <[n,c,m,s,a,1],'mežs',''>
, <[z,c],',',''>
bet <[c,c,s],'bet',''>
, <[z,c],',',''>
tā <[c,c,d],'tā',''>
kā <[c,c,d],'kā',''>
to <[p,d,3,m,s,a,[s]],'tas',''>
neviens <[p,z,0,m,s,n,[0]],'neviens',''>
nebija <[v,c,n,i,s,i,i,3,0,a,y],'nebūt',''>
kopis <[v,m,n,p,d,m,s,n,a,s,n],'kopt',''>
pēdējo <[x],'pēdējo',''>
divdesmit <[m,c,c,_,p,_,n,[d]],'divdesmit',''>
gadu <[n,c,m,p,g,1],'gads',''>
laikā <[n,c,m,s,l,1],'laiks',''>
, <[z,c],',',''>
tas <[p,d,3,m,s,n,[s]],'tas',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
aizaudzis <[x],'aizaudzis',''>
un <[c,c,s],'un',''>
kļuvis <[v,m,n,p,d,m,s,n,a,s,n],'kļūt',''>
par <[s,p,s,a,[n]],'par',''>
necaurejamu <[a,f,f,s,a,n,p],'necaurejama',''>
biežņu <[n,c,f,p,g,5],'biezne',''>
. <[z,s],'.',''>
Vecāmāte <[n,c,f,s,n,5],'vecāmāte',''>
stāstīja <[v,m,n,i,s,t,3,3,0,a,n],'stāstīt',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
kara <[n,c,m,s,g,1],'karš',''>
laikā <[n,c,m,s,l,1],'laiks',''>
dzīvžogs <[n,c,m,s,n,1],'dzīvžogs',''>
neesot <[v,c,n,r,p,i,i,0,0,a,y],'nebūt',''>
ļāvis <[v,m,n,p,d,m,s,n,a,s,n],'ļaut',''>
lapsām <[n,c,f,p,d,4],'lapsa',''>
lavīties <[v,m,y,n,0,i,3,0,0,0,n],'lavīties',''>
dārzā <[n,c,m,s,l,1],'dārzs',''>
medīt <[v,m,n,n,0,t,2,0,0,0,n],'medīt',''>
vistas <[n,c,f,p,a,4],'vista',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
brīvi <[r,_,_],'brīvi',''>
ganījušās <[v,m,n,p,d,f,p,l,a,s,n],'ganīt',''>
pa <[s,p,s,a,[y]],'pa',''>
dārzu <[n,c,m,s,a,1],'dārzs',''>
. <[z,s],'.',''>
Visiem <[p,g,0,m,p,d,[0]],'viss',''>
pārējiem <[x],'pārējiem',''>
, <[z,c],',',''>
izņemot <[x],'izņemot',''>
Sofiju <[n,p,f,s,a,4],'sofija',''>
, <[z,c],',',''>
vecais <[a,_,m,s,n,y,p],'vecs',''>
dzīvžogs <[n,c,m,s,n,1],'dzīvžogs',''>
likās <[v,m,y,i,s,i,1,3,0,_,n],'likties',''>
tikpat <[r,_,_],'tikpat',''>
nevajadzīgs <[a,_,m,s,n,n,p],'nevajadzīgs',''>
kā <[q,s],'kā',''>
trušu <[n,c,m,p,g,2],'trusis',''>
būri <[n,c,m,p,n,1],'būrs',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
atradās <[v,m,y,i,s,i,1,3,0,_,n],'atrasties',''>
dārza <[n,c,m,s,g,1],'dārzs',''>
augšējā <[a,_,f,s,l,n,p],'augšēja',''>
daļā <[n,c,f,s,l,4],'daļa',''>
. <[z,s],'.',''>
Bet <[c,c,s],'bet',''>
tas <[p,d,3,m,s,n,[s]],'tas',''>
bija <[v,m,n,i,s,i,i,3,0,a,n],'būt',''>
tikai <[q,s],'tikai',''>
tādēļ <[r,_,c],'tādēļ',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
viņiem <[p,p,3,m,p,d,[0]],'viņš',''>
nebija <[v,c,n,i,s,i,i,3,0,a,y],'nebūt',''>
zināms <[v,m,n,p,d,m,s,n,p,p,n],'zināt',''>
Sofijas <[n,p,f,s,g,4],'sofija',''>
noslēpums <[n,c,m,s,n,1],'noslēpums',''>
. <[z,s],'.',''>
Cik <[r,_,q],'cik',''>
vien <[q,s],'vien',''>
Sofija <[n,p,f,s,n,4],'sofija',''>
sevi <[p,x,0,0,0,a,[0]],'sevis',''>
atcerējās <[v,m,y,i,s,i,3,3,0,a,n],'atcerēties',''>
, <[z,c],',',''>
viņai <[p,p,3,f,s,d,[0]],'viņa',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
zināma <[v,m,n,p,d,f,s,n,p,p,n],'zināt',''>
maza <[a,_,f,s,n,n,p],'maza',''>
sprauga <[n,c,f,s,n,4],'sprauga',''>
dzīvžogā <[n,c,m,s,l,1],'dzīvžogs',''>
. <[z,s],'.',''>
Ja <[c,s,s],'ja',''>
caur <[s,p,s,a,[y]],'caur',''>
to <[p,d,3,f,s,a,[s]],'tā',''>
izlīda <[v,m,n,i,s,_,1,3,0,a,n],'izlīst',''>
, <[z,c],',',''>
tad <[q,s],'tad',''>
nonāca <[v,m,n,i,s,i,1,3,0,a,n],'nonākt',''>
palielā <[a,_,f,s,l,n,p],'paliela',''>
norā <[n,c,f,s,l,4],'nora',''>
biezu <[a,_,m,p,g,n,p],'biezs',''>
krūmu <[n,c,m,p,g,1],'krūms',''>
vidū <[n,c,m,s,l,3],'vidus',''>
. <[z,s],'.',''>
Te <[r,_,p],'te',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
it <[q,s],'it',''>
kā <[q,s],'kā',''>
maza <[a,_,f,s,n,n,p],'maza',''>
būdiņa <[n,c,f,s,n,4],'būdiņa',''>
. <[z,s],'.',''>
Viņa <[p,p,3,f,s,n,[0]],'viņa',''>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
būt <[v,m,n,n,0,i,i,0,0,0,n],'būt',''>
pilnīgi <[r,_,q],'pilnīgi',''>
droša <[a,_,f,s,n,n,p],'droša',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
te <[r,_,p],'te',''>
viņu <[p,p,3,f,s,a,[0]],'viņa',''>
neviens <[p,z,0,m,s,n,[0]],'neviens',''>
neatradīs <[v,m,n,i,f,t,1,3,0,a,y],'neatrast',''>
. <[z,s],'.',''>
Ar <[s,p,p,d,[n]],'ar',''>
abām <[m,c,s,f,p,d,n,[_]],'abas',''>
aploksnēm <[n,c,f,p,d,5],'aploksne',''>
rokā <[n,c,f,s,l,4],'roka',''>
Sofija <[n,p,f,s,n,4],'sofija',''>
skriešus <[r,_,m],'skriešus',''>
devās <[v,m,y,i,s,t,1,3,0,_,n],'doties',''>
pāri <[r,r,p],'pāri',''>
dārzam <[n,c,m,s,d,1],'dārzs',''>
, <[z,c],',',''>
nometās <[v,m,y,i,s,i,1,3,0,_,n],'nomesties',''>
uz <[s,p,p,d,[y]],'uz',''>
visām <[p,g,0,f,p,d,[0]],'visa',''>
četrām <[m,c,s,f,p,d,n,[v]],'četras',''>
un <[c,c,s],'un',''>
izlīda <[v,m,n,i,s,_,1,3,0,a,n],'izlīst',''>
cauri <[r,r,p],'cauri',''>
dzīvžogam <[n,c,m,s,d,1],'dzīvžogs',''>
. <[z,s],'.',''>
Slēpnis <[n,c,m,s,n,2],'slēpnis',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
tik <[r,_,_],'tik',''>
liels <[a,_,m,s,n,n,p],'liels',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
viņa <[p,p,3,f,s,n,[0]],'viņa',''>
tajā <[p,d,0,m,s,l,[s]],'tas',''>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
izslieties <[v,m,y,n,0,i,1,0,0,0,n],'izslieties',''>
gandrīz <[r,_,q],'gandrīz',''>
visā <[p,g,0,m,s,l,[0]],'viss',''>
augumā <[n,c,m,s,l,1],'augums',''>
, <[z,c],',',''>
bet <[c,c,s],'bet',''>
tagad <[r,_,t],'tagad',''>
viņa <[p,p,3,f,s,n,[0]],'viņa',''>
notupās <[x],'notupās',''>
uz <[s,p,p,d,[y]],'uz',''>
kādām <[p,i,0,f,p,d,[0]],'kāda',''>
saknēm <[n,c,f,p,d,5],'sakne',''>
. <[z,s],'.',''>
No <[s,p,s,g,[y]],'no',''>
šejienes <[n,c,f,s,g,5],'šejiene',''>
viņa <[p,p,3,f,s,n,[0]],'viņa',''>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
paskatīties <[v,m,y,n,0,i,3,0,0,0,n],'paskatīties',''>
ārā <[r,_,p],'ārā',''>
pa <[s,p,p,d,[y]],'pa',''>
dažām <[p,i,0,f,p,d,[0]],'daža',''>
mazītiņām <[x],'mazītiņām',''>
spraudziņām <[n,c,f,p,d,4],'sprauga',''>
visā <[n,c,m,s,l,1],'viss',''>
tajā <[p,d,0,m,s,l,[s]],'tas',''>
zaru <[n,c,m,p,g,1],'zars',''>
un <[c,c,s],'un',''>
lapu <[n,c,f,p,g,4],'lapa',''>
jūklī <[n,c,m,s,l,2],'jūklis',''>
. <[z,s],'.',''>
Kaut <[q,s],'kaut',''>
arī <[q,s],'arī',''>
neviena <[p,z,0,f,s,n,[0]],'neviena',''>
no <[s,p,p,d,[y]],'no',''>
spraugām <[n,c,f,p,d,4],'sprauga',''>
nebija <[v,c,n,i,s,i,i,3,0,a,y],'nebūt',''>
lielāka <[a,_,f,s,n,n,c],'liela',''>
par <[s,p,s,a,[n]],'par',''>
piecu <[m,c,s,f,p,g,n,[v]],'piecas',''>
kronu <[n,c,f,p,g,4],'krona',''>
monētu <[n,c,f,s,a,4],'monēta',''>
, <[z,c],',',''>
tomēr <[c,c,s],'tomēr',''>
viņa <[p,p,3,f,s,n,[0]],'viņa',''>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
pietiekami <[r,_,_],'pietiekami',''>
labi <[r,_,_],'labi',''>
pārredzēt <[v,m,n,n,0,t,3,0,0,0,n],'pārredzēt',''>
dārzu <[n,c,m,s,a,1],'dārzs',''>
. <[z,s],'.',''>
Mazotnē <[n,c,f,s,l,5],'mazotne',''>
viņai <[p,p,3,f,s,d,[0]],'viņa',''>
patika <[v,m,n,i,s,t,1,3,0,a,n],'patikt',''>
vērot <[v,m,n,n,0,t,2,0,0,0,n],'vērot',''>
, <[z,c],',',''>
kā <[r,_,m],'kā',''>
māte <[n,c,f,s,n,5],'māte',''>
vai <[c,c,s],'vai',''>
tēvs <[n,c,m,s,n,1],'tēvs',''>
staigāja <[v,m,n,i,s,i,2,3,0,a,n],'staigāt',''>
pa <[s,p,p,d,[y]],'pa',''>
koku <[n,c,m,p,g,1],'koks',''>
rindām <[n,c,f,p,d,4],'rinda',''>
un <[c,c,s],'un',''>
meklēja <[v,m,n,i,s,t,2,3,0,a,n],'meklēt',''>
viņu <[p,p,3,f,s,a,[0]],'viņa',''>
. <[z,s],'.',''>
Sofijai <[n,p,f,s,d,4],'sofija',''>
vienmēr <[r,_,_],'vienmēr',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
šķitis <[v,m,n,p,d,m,s,n,a,s,n],'šķist',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
šis <[p,d,0,m,s,n,[s]],'šis',''>
dārzs <[n,c,m,s,n,1],'dārzs',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
kā <[q,s],'kā',''>
vesela <[a,_,f,s,n,n,p],'vesela',''>
pasaule <[n,c,f,s,n,5],'pasaule',''>
. <[z,s],'.',''>
Ik <[q,s],'ik',''>
reizes <[n,c,f,s,g,5],'reize',''>
, <[z,c],',',''>
klausoties <[v,m,y,p,u,0,0,0,0,0,0],'klausīties',''>
Bībeles <[n,c,f,s,g,5],'bībele',''>
stāstu <[n,c,m,s,a,1],'stāsts',''>
par <[s,p,s,a,[n]],'par',''>
pasaules <[n,c,f,s,g,5],'pasaule',''>
radīšanu <[n,_,f,s,a,_],'radīt',''>
un <[c,c,s],'un',''>
Ēdenes <[n,p,f,s,g,5],'ēdene',''>
dārzu <[n,c,m,s,a,1],'dārzs',''>
, <[z,c],',',''>
viņa <[p,p,3,f,s,n,[0]],'viņa',''>
jutās <[v,m,y,i,s,t,1,3,0,_,n],'justies',''>
, <[z,c],',',''>
it <[q,s],'it',''>
kā <[q,s],'kā',''>
sēdētu <[v,m,n,c,0,i,1,0,0,a,n],'sēdēt',''>
te <[r,_,p],'te',''>
, <[z,c],',',''>
savā <[p,s,0,m,s,l,[0]],'savs',''>
Slēpnī <[n,c,m,s,l,2],'slēpnis',''>
, <[z,c],',',''>
un <[c,c,s],'un',''>
pārlūkotu <[v,m,n,c,0,t,2,0,0,a,n],'pārlūkot',''>
savu <[p,s,0,f,s,a,[0]],'sava',''>
mazo <[a,_,f,s,a,y,p],'maza',''>
paradīzi <[n,c,f,s,a,5],'paradīze',''>
. <[z,s],'.',''>
No <[s,p,s,g,[y]],'no',''>
kurienes <[n,c,f,s,g,5],'kuriene',''>
cēlusies <[v,m,y,p,d,f,s,n,a,s,n],'celties',''>
pasaule <[n,c,f,s,n,5],'pasaule',''>
? <[z,s],'?',''>
Jā <[q,s],'jā',''>
, <[z,c],',',''>
bet <[c,c,s],'bet',''>
vai <[c,s,s],'vai',''>
viņa <[p,p,3,f,s,n,[0]],'viņa','teikuma priekšmets'>
to <[p,d,3,f,s,a,[s]],'tā','tiešais papildinātājs'>
zina <[v,m,n,i,p,t,3,3,0,a,n],'zināt','izteicējs'>
? <[z,s],'?',''>
Sofijai <[n,p,f,s,d,4],'sofija',''>
nomināls_izteicējs <,'',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
skaidrs <[a,_,m,s,n,n,p],'skaidrs',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
Zeme <[n,c,f,s,n,5],'zeme','teikuma priekšmets'>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
tikai <[q,s],'tikai',''>
neliela <[a,f,f,s,n,n,p],'neliela','apzīmētājs'>
planēta <[n,c,f,s,n,4],'planēta',''>
milzīgajā <[a,_,f,s,l,y,p],'milzīga',''>
pasaules <[n,c,f,s,g,5],'pasaule','apzīmētājs'>
telpā <[n,c,f,s,l,4],'telpa',''>
. <[z,s],'.',''>
Bet <[c,c,s],'bet',''>
no <[s,p,s,g,[y]],'no',''>
kurienes <[n,c,f,s,g,5],'kuriene',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
cēlusies <[v,m,y,p,d,f,s,n,a,s,n],'celties',''>
šī <[p,d,0,f,s,n,[s]],'šī',''>
pasaules <[n,c,f,s,g,5],'pasaule',''>
telpa <[n,c,f,s,n,4],'telpa',''>
? <[z,s],'?',''>
Pats <[p,g,0,m,s,n,[0]],'pats',''>
par <[s,p,s,a,[n]],'par',''>
sevi <[p,x,0,0,0,a,[0]],'sevis',''>
saprotams <[v,m,n,p,d,m,s,n,p,p,n],'saprast',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
iedomāties <[v,m,y,n,0,i,2,0,0,0,n],'iedomāties',''>
— <[z,d],'—',''>
pasaules <[n,c,f,s,g,5],'pasaule',''>
telpa <[n,c,f,s,n,4],'telpa',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
pastāvējusi <[v,m,n,p,d,f,s,n,a,s,n],'pastāvēt',''>
vienmēr <[r,_,_],'vienmēr',''>
un <[c,c,s],'un',''>
mūžīgi <[r,_,_],'mūžīgi',''>
, <[z,c],',',''>
un <[c,c,s],'un',''>
tādā <[p,d,0,m,s,l,[a]],'tāds',''>
gadījumā <[n,c,m,s,l,1],'gadījums',''>
nebija <[v,c,n,i,s,i,i,3,0,a,y],'nebūt',''>
nepieciešams <[a,_,m,s,n,n,p],'nepieciešams',''>
meklēt <[v,m,n,n,0,t,2,0,0,0,n],'meklēt',''>
atbildi <[n,c,f,s,a,5],'atbilde',''>
uz <[s,p,s,a,[y]],'uz',''>
jautājumu <[n,c,m,s,a,1],'jautājums',''>
, <[z,c],',',''>
no <[s,p,s,g,[y]],'no',''>
kurienes <[n,c,f,s,g,5],'kuriene',''>
tā <[p,d,3,f,s,n,[s]],'tā',''>
cēlusies <[v,m,y,p,d,f,s,n,a,s,n],'celties',''>
. <[z,s],'.',''>
Bet <[c,c,s],'bet',''>
vai <[c,s,s],'vai',''>
tas <[p,d,3,m,s,n,[s]],'tas',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
iespējams <[a,_,m,s,n,n,p],'iespējams',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
kaut <[q,s],'kaut',''>
kas <[x],'kas',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
pastāvējis <[v,m,n,p,d,m,s,n,a,s,n],'pastāvēt',''>
mūžīgi <[r,_,_],'mūžīgi',''>
? <[z,s],'?',''>
Kaut <[q,s],'kaut',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
viņā <[p,p,3,f,s,l,n,[0]],'viņa',''>
protestēja <[v,m,n,i,s,i,2,3,0,a,n],'protestēt',''>
pret <[s,p,s,a,[y]],'pret',''>
to <[p,d,3,m,s,a,[s]],'tas',''>
. <[z,s],'.',''>
Visam <[n,c,m,s,d,1],'viss',''>
, <[z,c],',',''>
kas <[p,r,0,0,0,n,[0]],'kas',''>
pastāv <[v,m,n,i,p,t,3,3,0,a,n],'pastāvēt',''>
, <[z,c],',',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
taču <[q,s],'taču',''>
kādreiz <[r,_,t],'kādreiz',''>
bijis <[v,c,n,p,d,m,s,n,a,s,n],'būt',''>
sākums <[n,c,m,s,n,1],'sākums',''>
? <[z,s],'?',''>
Tātad <[q,s],'tātad',''>
arī <[q,s],'arī',''>
pasaules <[n,c,f,s,g,5],'pasaule',''>
telpai <[n,c,f,s,d,4],'telpa',''>
vajadzēja <[v,m,n,i,s,t,3,3,0,a,n],'vajadzēt',''>
būt <[v,c,n,n,0,i,i,0,0,0,n],'būt',''>
reiz <[r,p,t],'reiz',''>
tapušai <[v,t,n,p,d,f,s,d,a,s,n],'tapt',''>
no <[s,p,s,g,[y]],'no',''>
kaut <[q,s],'kaut',''>
kā <[q,s],'kā',''>
cita <[p,i,0,m,s,g,[0]],'cits',''>
. <[z,s],'.',''>
Bet <[c,c,s],'bet',''>
, <[z,c],',',''>
ja <[c,s,s],'ja',''>
pasaules <[n,c,f,s,g,5],'pasaule',''>
telpa <[n,c,f,s,n,4],'telpa',''>
pēkšņi <[r,_,m],'pēkšņi',''>
ņēma <[v,m,n,i,s,t,1,3,0,a,n],'ņemt',''>
un <[c,c,s],'un',''>
izcēlās <[v,m,y,i,s,t,1,3,0,_,n],'izcelties',''>
no <[s,p,s,g,[y]],'no',''>
kaut <[q,s],'kaut',''>
kā <[q,s],'kā',''>
cita <[p,i,0,m,s,g,[0]],'cits',''>
, <[z,c],',',''>
tad <[q,s],'tad',''>
šim <[p,d,0,m,s,d,[s]],'šis',''>
citam <[p,i,0,m,s,d,[0]],'cits',''>
arī <[q,s],'arī',''>
vajadzēja <[v,m,n,i,s,t,3,3,0,a,n],'vajadzēt',''>
reiz <[r,p,t],'reiz',''>
rasties <[v,m,y,n,0,i,1,0,0,0,n],'rasties',''>
no <[s,p,s,g,[y]],'no',''>
kaut <[q,s],'kaut',''>
kā <[p,r,0,0,0,g,[0]],'kas',''>
. <[z,s],'.',''>
Sofija <[n,p,f,s,n,4],'sofija','teikuma priekšmets'>
saprata <[v,m,n,i,s,t,1,3,0,a,n],'saprast',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
viņa <[p,p,3,f,s,n,[0]],'viņa','teikuma priekšmets'>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
tikai <[q,s],'tikai',''>
izvērsusi <[x],'izvērsusi',''>
šo <[p,d,3,f,s,a,[s]],'šī','apzīmētājs'>
problēmu <[n,c,f,s,a,4],'problēma',''>
. <[z,s],'.',''>
Visbeidzot <[r,_,_],'visbeidzot',''>
un <[c,c,s],'un',''>
galu <[n,c,m,s,a,1],'gals',''>
galā <[n,c,m,s,l,1],'gals',''>
, <[z,c],',',''>
kaut <[q,s],'kaut',''>
kam <[x],'kam',''>
reiz <[r,p,t],'reiz',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
bijis <[v,c,n,p,d,m,s,n,a,s,n],'būt',''>
jātop <[v,t,n,d,0,t,1,0,0,a,n],'tapt',''>
no <[s,p,s,g,[y]],'no',''>
nekā <[p,z,0,m,s,g,[0]],'nekas',''>
. <[z,s],'.',''>
Bet <[c,c,s],'bet',''>
vai <[c,s,s],'vai',''>
tas <[p,d,3,m,s,n,[s]],'tas',''>
tā <[r,p,m],'tā','veida apstāklis multi'>
modāls_izteicējs <,'','izteicējs'>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
būt <[v,m,n,n,0,i,i,0,0,0,n],'būt',''>
? <[z,s],'?',''>
Vai <[q,s],'vai',''>
to <[p,d,3,f,s,a,[s]],'tā',''>
nebija <[v,c,n,i,s,i,i,3,0,a,y],'nebūt',''>
tikpat <[r,_,_],'tikpat',''>
neiespējami <[r,_,_],'neiespējami',''>
iedomāties <[v,m,y,n,0,i,2,0,0,0,n],'iedomāties',''>
kā <[q,s],'kā',''>
to <[p,d,3,m,s,a,[s]],'tas',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
pasaule <[n,c,f,s,n,5],'pasaule',''>
būtu <[v,m,n,c,p,i,i,0,0,a,n],'būt',''>
vienmēr <[r,_,_],'vienmēr',''>
pastāvējusi <[v,m,n,p,d,f,s,n,a,s,n],'pastāvēt',''>
? <[z,s],'?',''>
Skolā <[n,c,f,s,l,4],'skola',''>
viņi <[p,p,3,m,p,n,[0]],'viņš',''>
mācījās <[v,m,y,i,s,i,3,3,0,a,n],'mācīties',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
Dievs <[n,c,m,s,n,1],'dievs',''>
ir <[v,c,n,i,p,i,i,3,0,a,n],'būt',''>
radījis <[v,m,n,p,d,m,s,n,a,s,n],'radīt',''>
pasauli <[n,c,f,s,a,5],'pasaule',''>
, <[z,c],',',''>
un <[c,c,s],'un',''>
nu <[r,_,t],'nu',''>
Sofija <[n,p,f,s,n,4],'sofija',''>
mēģināja <[v,m,n,i,s,t,3,3,0,a,n],'mēģināt',''>
samierināties <[v,m,y,n,0,i,3,0,0,0,n],'samierināties',''>
ar <[s,p,s,a,[n]],'ar',''>
slēdzienu <[n,c,m,s,a,1],'slēdziens',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
tas <[p,d,3,m,s,n,[s]],'tas',''>
šai <[p,d,0,f,s,d,[s]],'šī',''>
problēmai <[n,c,f,s,d,4],'problēma',''>
tomēr <[c,c,s],'tomēr',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
vislabākais <[a,_,m,s,n,y,s],'labs',''>
atrisinājums <[n,c,m,s,n,1],'atrisinājums',''>
. <[z,s],'.',''>
Bet <[c,c,s],'bet',''>
pēc <[x],'pēc',''>
tam <[p,d,0,m,s,d,[s]],'tas',''>
viņa <[p,p,3,f,s,n,[0]],'viņa',''>
atkal <[r,_,t],'atkal',''>
sāka <[v,p,n,i,s,t,1,3,0,a,n],'sākt',''>
domāt <[v,m,n,n,0,t,2,0,0,0,n],'domāt',''>
. <[z,s],'.',''>
Viņa <[p,p,3,f,s,n,[0]],'viņa',''>
pilnībā <[r,0,m],'pilnībā',''>
varēja <[v,o,n,i,s,t,3,3,0,a,n],'varēt',''>
pieņemt <[v,m,n,n,0,t,1,0,0,0,n],'pieņemt',''>
, <[z,c],',',''>
ka <[c,s,s],'ka',''>
Dievs <[n,c,m,s,n,1],'dievs',''>
radījis <[v,m,n,p,d,m,s,n,a,s,n],'radīt',''>
pasaules <[n,c,f,s,g,5],'pasaule',''>
telpu <[n,c,f,s,a,4],'telpa',''>
, <[z,c],',',''>
bet <[c,c,s],'bet',''>
kā <[r,_,m],'kā',''>
ir <[v,m,n,i,p,i,i,3,0,a,n],'būt',''>
ar <[s,p,s,a,[n]],'ar',''>
Dievu <[n,c,m,s,a,1],'dievs',''>
pašu <[p,g,0,m,s,a,[0]],'pats',''>
? <[z,s],'?',''>
Vai <[q,s],'vai',''>
viņš <[p,p,3,m,s,n,[0]],'viņš',''>
bija <[v,c,n,i,s,i,i,3,0,a,n],'būt',''>
radījis <[v,m,n,p,d,m,s,n,a,s,n],'radīt',''>
pats <[p,g,0,m,s,n,[0]],'pats',''>
sevi <[p,x,0,0,0,a,[0]],'sevis',''>
